"Symbol","Name","Country","Underlying Symbol","Underlying Exchange","GICS Sector","Market cap","P/E","P/S","P/B","Current yield","Avg Volume","Action"
"TCOM","Trip.com Group Limited ADRs","China","PRIVATE","","Consumer Discretionary","$18,237,627,947","0.00","0.00","0.00","0.00%","4,961,115","Analyze"
"JHX","James Hardie Industries ADRs","Australia","AT:JHX","Asx - All Markets","Materials","$17,920,754,643","0.00","0.00","0.00","0.00%","42,562","Analyze"
"SHG","Shinhan Financial Group Co Ltd ADRs","South Korea","KP:055550","Korea Exchange (Stock Market)","Financials","$16,975,461,344","0.00","0.00","0.00","4.80%","85,618","Analyze"
"NMR","Nomura Holdings Inc ADRs","Japan","JT:8604","Tokyo Stock Exchange","Financials","$16,749,854,273","0.00","0.00","0.00","6.25%","294,137","Analyze"
"ARGX","argenx SE ADRs","The Netherlands","NA:ARGX","Nyse Euronext - Euronext Amsterdam","Health Care","$16,644,955,200","0.00","0.00","0.00","0.00%","214,928","Analyze"
"SNN","Smith & Nephew PLC ADRs","United Kingdom","LN:SN","London Stock Exchange","Financials","$16,446,080,125","0.00","0.00","0.00","2.00%","361,130","Analyze"
"WPP","WPP PLC ADRs","Australia","LN:WPP","London Stock Exchange","Communication Services","$15,977,141,486","0.00","0.00","0.00","2.41%","74,825","Analyze"
"VEDL","Vedanta Ltd ADRs","India","IS:VEDL","National Stock Exchange Of India","Materials","$15,565,760,930","0.00","0.00","0.00","8.91%","782,517","Analyze"
"YMM","Full Truck Alliance Co. Ltd. ADRs of Class A","China","PRIVATE","","Information Technology","$15,524,705,571","0.00","0.00","0.00","0.00%","2,774,476","Analyze"
"HTHT","Huazhu Group Limited ADRs","China","PRIVATE","","Consumer Discretionary","$15,350,623,765","0.00","0.00","0.00","0.77%","1,492,734","Analyze"
"BEKE","KE Holdings Inc ADRs of Class A","China","PRIVATE","","Real Estate","$14,556,704,809","0.00","0.00","0.00","0.00%","12,987,719","Analyze"
"SUZ","Suzano Papel e Celulose S.A. ADRs","Brazil","BS:SUZB3","XBSP","Materials","$14,184,366,545","0.00","0.00","0.00","0.95%","1,553,298","Analyze"
"TTM","Tata Motors Ltd ADRs","India","IS:TATAMOTORS","National Stock Exchange Of India","Consumer Discretionary","$13,965,214,460","0.00","0.00","0.00","0.01%","1,127,064","Analyze"
"ENIA","Enel Americas SA ADRs","Chile","CC:ENELAM","Santiago Stock Exchange","Utilities","$13,538,950,357","0.00","0.00","0.00","3.18%","779,518","Analyze"
"VIV","Telefonica Brasil S.A. ADRs","Brazil","BS:VIVT3","XBSP","Communication Services","$13,341,871,042","0.00","0.00","0.00","1.29%","1,174,819","Analyze"
"TME","Tencent Music Entertainment Group  ADRs","China","PRIVATE","","Communication Services","$13,252,536,422","0.00","0.00","0.00","0.00%","14,914,323","Analyze"
"KEP","Korea Electric Power Corp ADRs","South Korea","KP:015760","Korea Exchange (Stock Market)","Utilities","$13,198,781,423","0.00","0.00","0.00","5.28%","150,699","Analyze"
"BZ","Kanzhun Ltd ADRs of Class A","China","PRIVATE","","Industrials","$12,933,137,198","0.00","0.00","0.00","0.00%","674,219","Analyze"
"SNP","China Petroleum & Chemical Corp ADRs","China","HK:0386","Hong Kong Exchange","Energy","$12,703,141,079","0.00","0.00","0.00","10.73%","159,169","Analyze"
"LFC","China Life Insurance Co Ltd ADRs","China","HK:2628","Hong Kong Exchange","Financials","$12,590,468,100","0.00","0.00","0.00","5.83%","906,436","Analyze"
"NTCO","Natura &Co Holding S.A. ADRs","Brazil","BS:NTCO3","XBSP","Consumer Staples","$12,383,740,945","0.00","0.00","0.00","0.00%","417,225","Analyze"
"TS","Tenaris SA ADRs","Argentina","IM:TEN","Borsa Italiana S.P.A.","Energy","$12,130,015,928","0.00","0.00","0.00","2.04%","1,614,446","Analyze"
"ZLAB","Zai Lab Limited ADRs","China","PRIVATE","","Health Care","$12,058,711,028","0.00","0.00","0.00","0.00%","384,760","Analyze"
"WB","Weibo Corp ADRs","China","PRIVATE","","Communication Services","$11,617,760,000","0.00","0.00","0.00","0.00%","1,038,429","Analyze"
"IHG","InterContinental Hotels Group PLC ADRs","United Kingdom","LN:IHG","London Stock Exchange","Consumer Discretionary","$11,617,746,344","0.00","0.00","0.00","0.00%","131,368","Analyze"
"EBR","Centrais Eletricas Brasileiras ADRs","Brazil","BS:ELET3","XBSP","Utilities","$11,253,197,910","0.00","0.00","0.00","13.79%","774,550","Analyze"
"EBR.B","Centrais Electricas Brasileiras S.A. ADRs of Preferred Shares","Brazil","BS:ELET6","XBSP","Utilities","$11,253,197,910","0.00","0.00","0.00","13.73%","7,515","Analyze"
"RDY","Dr. Reddys Laboratories ADRs","India","IS:DRREDDY","National Stock Exchange Of India","Health Care","$11,132,210,125","0.00","0.00","0.00","0.50%","118,725","Analyze"
"CX","Cemex SAB de CV ADRs","Mexico","MM:CEMEXCPO","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Materials","$11,046,030,517","0.00","0.00","0.00","0.13%","6,220,364","Analyze"
"OZON","Ozon Holdings PLC ADRs","Russia","PRIVATE","","Consumer Discretionary","$10,661,111,065","0.00","0.00","0.00","0.00%","716,894","Analyze"
"TX","Ternium S.A. ADRs","Argentina","PRIVATE","","Materials","$10,352,495,124","0.00","0.00","0.00","4.07%","708,616","Analyze"
"GDS","GDS Holdings ADRs","China","PRIVATE","","Information Technology","$10,317,907,130","0.00","0.00","0.00","0.00%","2,051,091","Analyze"
"AEG","Aegon NV  ADRs","The Netherlands","NA:AGN","Nyse Euronext - Euronext Amsterdam","Financials","$10,315,180,537","0.00","0.00","0.00","1.46%","1,120,803","Analyze"
"SSL","Sasol Ltd ADRs","South Africa","SJ:SOL","Johannesburg Stock Exchange","Materials","$10,205,883,984","0.00","0.00","0.00","5.86%","493,074","Analyze"
"PTR","PetroChina Co Ltd ADRs","China","HK:0857","Hong Kong Exchange","Energy","$10,180,219,250","0.00","0.00","0.00","9.30%","240,186","Analyze"
"BCH","Banco de Chile ADRs","Chile","CC:CHILE","Santiago Stock Exchange","Financials","$10,020,894,455","0.00","0.00","0.00","2.97%","106,079","Analyze"
"BSAC","Banco Santander Chile ADRs","Chile","CC:BSANTANDER","Santiago Stock Exchange","Financials","$9,780,353,981","0.00","0.00","0.00","4.48%","354,437","Analyze"
"TEVA","Teva Pharmaceutical Industries Ltd ADRs","Israel","IT:TEVA","Tel Aviv Stock Exchange","Health Care","$9,775,091,613","0.00","0.00","0.00","0.00%","5,322,350","Analyze"
"OTLY","Oatly Group AB ADRs","Sweden","PRIVATE","","Consumer Staples","$9,652,832,373","0.00","0.00","0.00","0.00%","1,993,709","Analyze"
"MBT","Mobile TeleSystems PJSC ADRs","Russia","RX:MTSS","Standard-Classica-Forts","Communication Services","$9,632,199,196","0.00","0.00","0.00","2.23%","3,134,957","Analyze"
"ASND","Ascendis Pharma ADRs","Denmark","PRIVATE","","Health Care","$8,980,165,628","0.00","0.00","0.00","0.00%","349,387","Analyze"
"CSAN","Cosan S.A. ADRs","Brazil","BS:CSAN3","XBSP","Energy","$8,381,782,243","0.00","0.00","0.00","1.44%","163,832","Analyze"
"SID","Companhia Siderurgica Nacional-CSN ADRs","Brazil","BS:CSNA3","XBSP","Materials","$8,228,017,599","0.00","0.00","0.00","6.12%","3,693,434","Analyze"
"FUTU","Futu Holdings Limited ADRs","China","PRIVATE","","Financials","$8,036,465,988","0.00","0.00","0.00","0.00%","5,833,638","Analyze"
"SQM","Sociedad Quimica y Minera de Chile ADRs of B Shares","Chile","CC:SQMB","Santiago Stock Exchange","Materials","$8,035,027,996","0.00","0.00","0.00","0.98%","1,289,037","Analyze"
"VIPS","Vipshop Holdings Ltd ADRs","China","PRIVATE","","Consumer Discretionary","$7,671,579,535","0.00","0.00","0.00","0.00%","10,295,073","Analyze"
"PSO","Pearson PLC ADRs","United Kingdom","LN:PSON","London Stock Exchange","Consumer Discretionary","$7,627,995,043","0.00","0.00","0.00","2.72%","175,951","Analyze"
"GFI","Gold Fields ADRs","South Africa","SJ:GFI","Johannesburg Stock Exchange","Materials","$7,243,773,560","0.00","0.00","0.00","4.38%","5,749,482","Analyze"
"KT","KT Corp ADRs","South Korea","KP:030200","Korea Exchange (Stock Market)","Communication Services","$7,222,352,609","0.00","0.00","0.00","4.38%","459,771","Analyze"
"TV","Grupo Televisa SAB ADRs","Mexico","MM:TLEVISACPO","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Materials","$7,046,424,000","0.00","0.00","0.00","0.69%","823,667","Analyze"
"KC","Kingsoft Cloud Holdings Limited ADRs","China","PRIVATE","","Information Technology","$6,899,650,751","0.00","0.00","0.00","0.00%","1,745,028","Analyze"
"WF","Woori Financial Group Inc. ADRs","South Korea","KP:316140","Korea Exchange (Stock Market)","Financials","$6,855,903,513","0.00","0.00","0.00","3.34%","12,200","Analyze"
"IQ","iQIYI Inc. ADRs","China","PRIVATE","","Communication Services","$6,498,062,715","0.00","0.00","0.00","0.00%","7,601,307","Analyze"
"PHI","PLDT  Inc. ADRs","Philippines","PM:TEL","Philippine Stock Exchange Inc.","Communication Services","$6,496,797,154","0.00","0.00","0.00","5.42%","81,481","Analyze"
"HCM","Hutchison China Meditech ADRs","China","LN:HCM","London Stock Exchange","Health Care","$6,487,780,375","0.00","0.00","0.00","0.00%","202,305","Analyze"
"AU","AngloGold Ashanti ADRs","South Africa","SJ:ANG","Johannesburg Stock Exchange","Materials","$6,227,178,587","0.00","0.00","0.00","3.52%","3,654,226","Analyze"
"LPL","LG Display Co Ltd ADRs","South Korea","KP:034220","Korea Exchange (Stock Market)","Information Technology","$6,054,241,644","0.00","0.00","0.00","5.28%","1,515,746","Analyze"
"LEGN","Legend Biotech Corporation ADRs","China","PRIVATE","","Health Care","$6,033,128,661","0.00","0.00","0.00","0.00%","342,512","Analyze"
"TUYA","Tuya Inc. ADRs of class A","China","PRIVATE","","Information Technology","$5,748,735,488","0.00","0.00","0.00","0.00%","2,394,565","Analyze"
"GGB","Gerdau S.A. ADRs","Brazil","BS:GGBR4","XBSP","Materials","$5,672,854,663","0.00","0.00","0.00","2.52%","8,664,121","Analyze"
"TIMB","TIM S.A. ADRs","Brazil","BS:TIMS3","XBSP","Communication Services","$5,596,899,773","0.00","0.00","0.00","3.12%","408,397","Analyze"
"ATHM","Autohome Inc. ADRs","China","PRIVATE","","Communication Services","$5,372,765,711","0.00","0.00","0.00","2.06%","945,835","Analyze"
"IMAB","I-MAB ADRs","China","PRIVATE","","Health Care","$5,244,233,813","0.00","0.00","0.00","0.00%","655,810","Analyze"
"DADA","Dada Nexus Limited ADRs","China","PRIVATE","","Consumer Discretionary","$5,173,938,805","0.00","0.00","0.00","0.00%","1,275,982","Analyze"
"PAC","Grupo Aeroportuario del Pacifico ADRs of Series B","Mexico","MM:GAPB","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Industrials","$5,074,525,119","0.00","0.00","0.00","3.24%","48,243","Analyze"
"ZH","Zhihu Inc. ADRs","China","PRIVATE","","Communication Services","$5,047,434,276","0.00","0.00","0.00","0.00%","2,794,305","Analyze"
"ASR","Grupo Aeroportuario del Sureste ADRs","Mexico","MM:ASURB","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Industrials","$5,000,752,500","0.00","0.00","0.00","4.55%","21,630","Analyze"
"ASAI","Sendas Distribuidora S.A. ADRs","Brazil","BS:ASAI3","XBSP","Consumer Staples","$4,890,485,439","0.00","0.00","0.00","0.35%","198,992","Analyze"
"MLCO","Melco Resorts & Entertainment Limited ADRs","Hong Kong","PRIVATE","","Consumer Discretionary","$4,889,032,258","0.00","0.00","0.00","1.62%","5,824,928","Analyze"
"JOBS","51job, Inc. ADRs","China","PRIVATE","","Industrials","$4,809,621,746","0.00","0.00","0.00","0.00%","290,972","Analyze"
"CIG","Companhia Energetica de Minas Gerais-CEMIG ADRs","Brazil","BS:CMIG4","XBSP","Utilities","$4,742,505,792","0.00","0.00","0.00","0.29%","5,622,367","Analyze"
"CIG.C","Comp En De Mn Cemig ADRs","Brazil","BS:CMIG3","XBSP","Utilities","$4,742,505,792","0.00","0.00","0.00","2.96%","24,647","Analyze"
"RLX","RLX Technology Inc. ADRs of class A","China","PRIVATE","","Consumer Staples","$4,734,515,337","0.00","0.00","0.00","0.00%","17,611,284","Analyze"
"ABCM","Abcam plc ADRs","United Kingdom","LN:ABC","London Stock Exchange","Health Care","$4,719,321,246","0.00","0.00","0.00","0.00%","55,365","Analyze"
"DAVA","Endava plc ADRs of Class A shares","United Kingdom","PRIVATE","","Information Technology","$4,718,956,387","0.00","0.00","0.00","0.00%","168,231","Analyze"
"SBS","SABESP ADRs","Brazil","BS:SBSP3","XBSP","Health Care","$4,586,351,221","0.00","0.00","0.00","1.19%","1,904,034","Analyze"
"BAK","Braskem SA ADRs","Brazil","BS:BRKM3","XBSP","Materials","$4,540,853,684","0.00","0.00","0.00","5.55%","212,086","Analyze"
"DDL","Dingdong (Cayman) Ltd ADRs","China","PRIVATE","","Consumer Staples","$4,461,047,792","0.00","0.00","0.00","0.00%","41,753","Analyze"
"DQ","Daqo New Energy ADRs","China","PRIVATE","","Information Technology","$4,442,425,639","0.00","0.00","0.00","0.00%","2,053,902","Analyze"
"TKC","Turkcell Iletisim Hizmetleri ADRs","Turkey","TI:TCELL","Istanbul Stock Exchange","Communication Services","$4,056,800,000","0.00","0.00","0.00","7.42%","285,442","Analyze"
"WNS","WNS Holdings ADRs","India","PRIVATE","","Industrials","$3,984,494,416","0.00","0.00","0.00","0.00%","120,334","Analyze"
"SIM","Grupo Simec ADRs of B Shares","Mexico","MM:SIMECB","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Information Technology","$3,981,657,114","0.00","0.00","0.00","4.68%","2,043","Analyze"
"VEON","VEON Ltd ADRs","The Netherlands","NA:VEON","Nyse Euronext - Euronext Amsterdam","Communication Services","$3,848,080,289","0.00","0.00","0.00","6.82%","17,443,480","Analyze"
"BSMX","Santander Mexico ADRs","Mexico","PRIVATE","","Financials","$3,827,733,362","0.00","0.00","0.00","7.81%","109,002","Analyze"
"GRFS","Grifols SA ADRs","Spain","SM:GRF.P","Bolsa De Madrid","Health Care","$3,777,591,250","0.00","0.00","0.00","3.16%","669,411","Analyze"
"CIB","Bancolombia SA ADRs","Colombia","CX:PFBCOLOM","Bolsa De Valores De Colombia","Financials","$3,684,797,690","0.00","0.00","0.00","2.12%","213,125","Analyze"
"BRFS","BRF SA ADRs","Brazil","BS:BRFS3","XBSP","Consumer Staples","$3,648,004,875","0.00","0.00","0.00","5.86%","3,571,766","Analyze"
"GLPG","Galapagos NV ADRs","Belgium","NA:GLPG","Nyse Euronext - Euronext Amsterdam","Health Care","$3,622,740,186","0.00","0.00","0.00","0.00%","284,559","Analyze"
"OLK","Olink Holding AB  ADRs","Sweden","PRIVATE","","Health Care","$3,454,775,010","0.00","0.00","0.00","0.00%","271,453","Analyze"
"CCU","Compania Cervecerias Unidas SA ADRs","Chile","CC:CCU","Santiago Stock Exchange","Consumer Staples","$3,449,309,310","0.00","0.00","0.00","2.95%","129,712","Analyze"
"ENIC","Enel Chile ADRs","Chile","CC:ENELCHILE","Santiago Stock Exchange","Utilities","$3,375,327,991","0.00","0.00","0.00","8.63%","611,432","Analyze"
"YY","YY Inc. ADRs","China","PRIVATE","","Communication Services","$3,371,529,716","0.00","0.00","0.00","3.72%","2,071,526","Analyze"
"ACH","Aluminum Corporation of China ADRs","China","HK:2600","Hong Kong Exchange","Materials","$3,335,017,628","0.00","0.00","0.00","0.00%","261,645","Analyze"
"EDU","New Oriental Education & Technology ADRs","China","PRIVATE","","Consumer Discretionary","$3,222,731,476","0.00","0.00","0.00","0.00%","65,246,018","Analyze"
"UGP","Ultrapar Participacoes SA ADRs","Brazil","BS:UGPA3","XBSP","Energy","$3,055,115,651","0.00","0.00","0.00","4.23%","1,335,674","Analyze"
"KOF","Coca-Cola Femsa ADRs of Series L Shares","Mexico","MM:KOFL","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Consumer Staples","$3,019,421,194","0.00","0.00","0.00","4.15%","96,662","Analyze"
"ERJ","Embraer S.A. ADRs","Brazil","BS:EMBR3","XBSP","Industrials","$2,982,222,965","0.00","0.00","0.00","0.12%","2,166,892","Analyze"
"MNSO","MINISO Group Holding Limited ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$2,911,660,205","0.00","0.00","0.00","1.19%","395,591","Analyze"
"QFIN","360 Finance, Inc. ADRs","China","PRIVATE","","Financials","$2,779,971,703","0.00","0.00","0.00","0.00%","2,718,398","Analyze"
"HHR","HeadHunter Group PLC ADRs","Russia","PRIVATE","","Industrials","$2,697,000,000","0.00","0.00","0.00","1.02%","110,607","Analyze"
"SIMO","Silicon Motion Technology Corporation ADRs","Taiwan","PRIVATE","","Information Technology","$2,645,581,097","0.00","0.00","0.00","1.83%","306,367","Analyze"
"VNET","21Vianet Group, Inc. ADRs","China","PRIVATE","","Information Technology","$2,634,623,674","0.00","0.00","0.00","0.00%","1,513,096","Analyze"
"MYTE","MYT Netherlands Parent B.V. ADRs","The Netherlands","PRIVATE","","Consumer Discretionary","$2,344,448,814","0.00","0.00","0.00","0.00%","153,068","Analyze"
"ZNH","China Southern Airlines ADRs","China","HK:1055","Hong Kong Exchange","Industrials","$2,328,243,885","0.00","0.00","0.00","0.06%","13,993","Analyze"
"VLRS","Controladora Vuela Compania de Aviacion S.A.B. de C.V. - Volaris ADRs","Mexico","MM:VOLARA","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Industrials","$2,317,538,320","0.00","0.00","0.00","0.00%","613,174","Analyze"
"IBA","Industrias Bachoco ADRs","Mexico","MM:BACHOCOB","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Consumer Staples","$2,275,500,000","0.00","0.00","0.00","0.93%","8,610","Analyze"
"HNP","Huaneng Power International Inc ADRs","China","HK:0902","Hong Kong Exchange","Utilities","$2,246,783,284","0.00","0.00","0.00","5.79%","47,333","Analyze"
"HUYA","HUYA Inc. ADRs of Class A","China","PRIVATE","","Communication Services","$2,158,021,254","0.00","0.00","0.00","0.00%","3,185,125","Analyze"
"CRTO","Criteo SA ADRs","France","PRIVATE","","Information Technology","$2,131,534,231","0.00","0.00","0.00","0.00%","261,262","Analyze"
"YPF","YPF Sociedad Anonima ADRs","Argentina","AF:YPFD","Bolsa de Comercio de Buenos Aires","Energy","$2,103,946,259","0.00","0.00","0.00","1.66%","1,801,086","Analyze"
"OMAB","Grupo Aeroportuario-OMA ADRs","Mexico","MM:OMAB","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Industrials","$2,088,970,217","0.00","0.00","0.00","0.42%","42,219","Analyze"
"AVAL","Grupo Aval Acciones y Valores ADRs","Colombia","CX:PFAVAL","Bolsa De Valores De Colombia","Financials","$2,069,872,716","0.00","0.00","0.00","5.21%","217,135","Analyze"
"AMRN","Amarin Corp PLC ADRs","United Kingdom","PRIVATE","","Health Care","$2,043,713,429","0.00","0.00","0.00","0.00%","3,072,500","Analyze"
"AKO.A","Embotelladora Andina ADRs of A Shares","Chile","CC:ANDINAA","Santiago Stock Exchange","Consumer Staples","$2,022,504,467","0.00","0.00","0.00","3.38%","5,557","Analyze"
"AKO.B","Embotelladora Andina ADRs of B Shares","Chile","CC:ANDINAB","Santiago Stock Exchange","Consumer Staples","$2,022,504,467","0.00","0.00","0.00","3.16%","8,093","Analyze"
"TAL","TAL Education Group ADRs","China","PRIVATE","","Consumer Discretionary","$1,989,114,920","0.00","0.00","0.00","0.00%","23,276,108","Analyze"
"HMY","Harmony Gold Mining Company Limited ADRs","South Africa","SJ:HAR","Johannesburg Stock Exchange","Materials","$1,977,527,552","0.00","0.00","0.00","2.40%","6,882,145","Analyze"
"NIU","Niu Technologies Class A ADRs","China","PRIVATE","","Consumer Discretionary","$1,959,590,840","0.00","0.00","0.00","0.00%","588,749","Analyze"
"HIMX","Himax Technologies ADRs","Taiwan","PRIVATE","","Information Technology","$1,942,835,081","0.00","0.00","0.00","2.44%","3,879,925","Analyze"
"CEA","China Eastern Airlines ADRs","China","HK:0670","Hong Kong Exchange","Industrials","$1,935,079,542","0.00","0.00","0.00","0.04%","15,026","Analyze"
"HEPS","D-MARKET Electronic Services & Trading ADRs","Turkey","PRIVATE","","Consumer Discretionary","$1,930,488,458","0.00","0.00","0.00","0.00%","1,020,451","Analyze"
"MOMO","MOMO Inc ADRs","China","PRIVATE","","Communication Services","$1,916,699,804","0.00","0.00","0.00","3.54%","2,533,360","Analyze"
"JMIA","Jumia Technologies AG ADRs","Germany","PRIVATE","","Consumer Discretionary","$1,916,639,833","0.00","0.00","0.00","0.00%","4,348,719","Analyze"
"BVN","Compania de Minas Buenaventura ADRs","Peru","PE:BVN","Bolsa De Valores De Lima","Materials","$1,902,238,274","0.00","0.00","0.00","0.00%","1,197,016","Analyze"
"CD","Chindata Group Holdings Ltd ADRs","China","PRIVATE","","Information Technology","$1,856,951,010","0.00","0.00","0.00","0.00%","1,839,488","Analyze"
"TIGR","UP Fintech Holding Limited ADRs of Class A","China","PRIVATE","","Financials","$1,827,886,016","0.00","0.00","0.00","0.00%","8,968,860","Analyze"
"YSG","Yatsen Holding Ltd ADRs","China","PRIVATE","","Consumer Discretionary","$1,761,522,918","0.00","0.00","0.00","0.00%","2,882,075","Analyze"
"MFGP","Micro Focus Intl Plc ADRs","United Kingdom","LN:MCRO","London Stock Exchange","Information Technology","$1,755,131,521","0.00","0.00","0.00","4.60%","348,224","Analyze"
"CNTA","Centessa Pharmaceuticals Ltd ADRs","United Kingdom","PRIVATE","","Health Care","$1,729,664,822","0.00","0.00","0.00","0.00%","83,610","Analyze"
"ELP","Comp. Paranaense de Energia-COPEL ADRs","Brazil","BS:CPLE6","XBSP","Utilities","$1,715,413,369","0.00","0.00","0.00","1.21%","708,988","Analyze"
"BNR","Burning Rock Biotech Limited ADRs","China","PRIVATE","","Health Care","$1,709,583,364","0.00","0.00","0.00","0.00%","266,987","Analyze"
"OCFT","OneConnect Financial Technology Co., Ltd. ADRs","China","PRIVATE","","Information Technology","$1,700,371,900","0.00","0.00","0.00","0.00%","1,460,723","Analyze"
"NOAH","Noah Holdings ADRs","China","PRIVATE","","Financials","$1,669,300,629","0.00","0.00","0.00","0.00%","149,435","Analyze"
"MOR","MorphoSys AG ADRs","Germany","GF:MOR","Frankfurt Stock Exchange","Health Care","$1,640,394,709","0.00","0.00","0.00","0.00%","65,814","Analyze"
"FORTY","Formula Systems (1985) Ltd. ADRs","Israel","IT:FORTY","Tel Aviv Stock Exchange","Information Technology","$1,529,400,000","0.00","0.00","0.00","0.78%","5,092","Analyze"
"TRMR","Tremor International Ltd. ADRs","Israel","LN:TRMR","London Stock Exchange","Communication Services","$1,514,410,945","0.00","0.00","0.00","0.00%","143,118","Analyze"
"NNDM","Nano Dimension Ltd. ADRs","Israel","IT:NNDM","Tel Aviv Stock Exchange","Information Technology","$1,495,486,540","0.00","0.00","0.00","0.00%","6,064,633","Analyze"
"BZUN","Baozun Inc. ADRs","China","PRIVATE","","Consumer Discretionary","$1,487,259,155","0.00","0.00","0.00","0.00%","1,037,105","Analyze"
"GTH","Genetron Holdings Limited ADRs","China","PRIVATE","","Health Care","$1,456,607,491","0.00","0.00","0.00","0.00%","376,713","Analyze"
"IMCR","Immunocore Holdings plc ADRs","United Kingdom","PRIVATE","","Health Care","$1,427,426,469","0.00","0.00","0.00","0.00%","84,175","Analyze"
"IMOS","ChipMOS TECHNOLOGIES ADRs","Taiwan","TT:8150","Taiwan Stock Exchange","Information Technology","$1,422,118,055","0.00","0.00","0.00","4.04%","39,835","Analyze"
"VALN","Valneva SE - ADRs","France","FP:VLA","Euronext Paris","Health Care","$1,403,476,278","0.00","0.00","0.00","0.00%","128,305","Analyze"
"PRTC","PureTech Health plc ADRs","United Kingdom","LN:PRTC","London Stock Exchange","Health Care","$1,395,434,800","0.00","0.00","0.00","0.00%","4,582","Analyze"
"ZEAL","Zealand Pharma A/S ADRs","Denmark","DC:ZEAL","Omx Nordic Exchange Copenhagen A/S","Health Care","$1,391,513,792","0.00","0.00","0.00","0.00%","67,835","Analyze"
"CMPS","COMPASS Pathways Plc ADRs","United Kingdom","PRIVATE","","Health Care","$1,390,956,376","0.00","0.00","0.00","0.00%","303,119","Analyze"
"JKS","JinkoSolar Holding ADRs","China","PRIVATE","","Information Technology","$1,390,832,200","0.00","0.00","0.00","0.00%","1,754,924","Analyze"
"CBD","Companhia Brasileira de Distribuica ADRs","Brazil","BS:PCAR4","XBSP","Consumer Discretionary","$1,379,434,802","0.00","0.00","0.00","8.44%","839,672","Analyze"
"ITCB","Itau CorpBanca ADRs","Chile","CC:ITAUCORP","Santiago Stock Exchange","Financials","$1,356,169,893","0.00","0.00","0.00","0.00%","8,964","Analyze"
"GGAL","Grupo Financiero Galicia ADRs of Class B","Argentina","AF:GGAL","Bolsa de Comercio de Buenos Aires","Financials","$1,321,171,777","0.00","0.00","0.00","1.26%","1,546,121","Analyze"
"MTLS","Materialise NV ADRs","Belgium","PRIVATE","","Information Technology","$1,264,310,458","0.00","0.00","0.00","0.00%","333,432","Analyze"
"RERE","AiHuiShou International Co. Ltd. ADRs","China","PRIVATE","","Consumer Discretionary","$1,228,036,476","0.00","0.00","0.00","0.00%","301,090","Analyze"
"BMA","Banco Macro S.A.  ADRs of Class B shares","Argentina","AF:BMA","Bolsa de Comercio de Buenos Aires","Financials","$1,221,177,527","0.00","0.00","0.00","80.45%","488,551","Analyze"
"CAN","Canaan Inc. ADRs","China","PRIVATE","","Information Technology","$1,204,520,718","0.00","0.00","0.00","0.00%","7,129,798","Analyze"
"GOL","Gol Linhas ADRs of preferred shares","Brazil","BS:GOLL4","XBSP","Industrials","$1,194,565,545","0.00","0.00","0.00","0.16%","1,343,208","Analyze"
"CNTB","Connect Biopharma Holdings Ltd ADRs","China","PRIVATE","","Health Care","$1,181,710,796","0.00","0.00","0.00","0.00%","59,898","Analyze"
"BCYC","Bicycle Therapeutics plc  ADRs","United Kingdom","PRIVATE","","Health Care","$1,128,531,963","0.00","0.00","0.00","0.00%","217,984","Analyze"
"DOYU","DouYu International Holdings Limited ADRs","China","PRIVATE","","Communication Services","$1,115,969,678","0.00","0.00","0.00","0.00%","4,625,308","Analyze"
"UXIN","Uxin Limited ADRs","China","PRIVATE","","Consumer Discretionary","$1,109,881,496","0.00","0.00","0.00","0.00%","1,799,745","Analyze"
"OIBR.C","Oi S.A. ADRs","Brazil","BS:OIBR3","XBSP","Communication Services","$1,100,055,595","0.00","0.00","0.00","0.00%","222,993","Analyze"
"OPRA","Opera Limited ADRs","Norway","PRIVATE","","Information Technology","$1,055,887,591","0.00","0.00","0.00","0.00%","85,184","Analyze"
"PAM","Pampa Energia ADRs","Argentina","AF:PAMP","Bolsa de Comercio de Buenos Aires","Utilities","$1,015,744,154","0.00","0.00","0.00","0.00%","157,255","Analyze"
"YALA","Yalla Group Ltd ADRs of Class A","United Arab Emirates","PRIVATE","","Information Technology","$1,000,055,422","0.00","0.00","0.00","0.00%","805,871","Analyze"
"FINV","FinVolution Group ADRs","China","PRIVATE","","Financials","$974,638,161","0.00","0.00","0.00","2.92%","1,747,732","Analyze"
"SOGO","Sogou Inc. ADRs of Class A","China","PRIVATE","","Information Technology","$953,355,547","0.00","0.00","0.00","0.00%","776,278","Analyze"
"HLG","Hailiang Education Group Inc. ADRs","China","PRIVATE","","Consumer Staples","$947,341,500","0.00","0.00","0.00","0.00%","3,338","Analyze"
"WDH","Waterdrop Inc. ADRs","China","PRIVATE","","Health Care","$916,693,211","0.00","0.00","0.00","0.00%","685,985","Analyze"
